Age,Income,Coapplicant_Income,Dependents,Employ_Status,Debt,PrevLDefault,CIBIL_Score,Loan_Approval
42,19943,18266,4,Employed,34643,1,426,1
74,23216,65258,1,Self-employed,12992,1,456,1
66,126752,88361,1,Employed,52295,1,495,0
56,86861,83831,4,Employed,5498,1,422,0
76,26523,28600,5,Unemployed,29973,1,454,0
67,19263,3687,4,Employed,73263,1,440,0
71,115813,92596,2,Unemployed,63238,0,584,1
61,146383,21191,4,Self-employed,5318,1,465,1
35,109903,87197,2,Self-employed,4425,0,625,1
70,30862,50028,2,Employed,17520,1,465,1
67,63676,83633,3,Employed,82710,1,469,0
72,78430,79932,1,Employed,98056,1,465,0
44,129729,25861,0,Unemployed,20217,1,476,0
49,25418,88972,5,Unemployed,29048,1,446,1
51,62537,63986,2,Self-employed,40015,1,428,0
32,138816,17801,4,Self-employed,8112,0,629,0
32,79177,42275,2,Self-employed,30418,0,621,1
26,51743,26444,1,Employed,55610,1,502,1
55,124712,83634,5,Self-employed,33983,0,568,0
80,36879,11598,1,Self-employed,1979,1,500,0
55,121708,12823,4,Self-employed,70401,1,397,0
74,142163,32417,3,Unemployed,52159,0,616,0
28,103240,6357,5,Unemployed,434,0,578,0
59,98040,41667,4,Employed,52987,1,411,0
47,53362,49558,2,Self-employed,62566,1,441,1
64,113748,9923,5,Self-employed,83927,0,559,1
26,137171,35688,2,Self-employed,67045,1,488,1
68,101348,3231,4,Unemployed,42051,1,444,0
43,129844,37264,5,Self-employed,64211,1,419,1
67,22988,2981,3,Self-employed,86998,1,457,0
77,112711,22177,4,Employed,72466,1,424,0
78,62336,91360,3,Unemployed,38607,0,561,1
51,129400,50434,1,Self-employed,47994,1,461,0
77,107969,79187,2,Self-employed,53995,1,438,0
47,133897,92156,5,Self-employed,741,1,484,1
63,147692,49937,4,Unemployed,18101,1,466,1
73,94079,43385,2,Employed,1504,1,494,1
24,85680,62434,0,Unemployed,64632,1,483,0
70,131047,82358,1,Unemployed,67467,0,622,1
63,23347,7625,4,Employed,3685,1,471,1
62,89172,24710,5,Self-employed,36729,0,546,0
36,112623,4272,5,Unemployed,94518,0,585,1
65,142652,66953,0,Unemployed,56598,0,646,1
78,45561,86680,5,Employed,71647,1,438,1
47,96211,10449,3,Unemployed,94894,0,592,0
38,121510,20693,3,Self-employed,87646,1,420,0
47,71916,45015,0,Employed,70890,1,464,0
60,95956,53884,0,Self-employed,83921,1,475,0
48,62220,83456,3,Self-employed,85933,0,536,1
49,116884,70598,3,Employed,64220,1,454,0
44,93918,63612,0,Employed,1908,0,596,0
72,76934,88286,1,Self-employed,43332,1,495,1
46,124780,22991,4,Self-employed,59467,0,571,1
67,106344,36985,2,Self-employed,15853,0,628,1
51,94656,80787,0,Unemployed,93703,0,613,0
60,72452,69688,0,Unemployed,27583,1,465,0
46,132224,17130,2,Self-employed,18202,1,467,0
36,49936,56526,5,Unemployed,83509,1,383,1
51,77416,83441,4,Self-employed,72443,1,411,1
55,117728,61711,0,Unemployed,38404,0,652,0
61,105900,37564,5,Self-employed,73907,0,541,1
36,136115,62621,5,Employed,12620,1,463,1
66,106529,18199,0,Unemployed,46252,1,480,1
38,127308,19749,2,Employed,90766,0,620,0
27,19895,87488,3,Unemployed,94626,0,558,1
61,23914,41421,4,Self-employed,8358,0,558,1
53,149088,59654,0,Employed,58522,0,623,0
69,33704,79813,4,Unemployed,21622,0,561,0
46,56114,78596,4,Unemployed,3514,0,572,1
32,50084,54110,3,Self-employed,87230,0,580,1
71,61824,76093,1,Unemployed,37854,1,466,0
49,137044,37081,4,Employed,99627,1,458,0
78,35301,55415,5,Self-employed,23540,0,597,1
26,105156,63971,0,Employed,76686,1,494,1
65,22636,13576,2,Unemployed,41771,0,583,1
59,50051,64054,2,Self-employed,58413,1,440,1
65,117369,38564,4,Employed,33400,1,418,0
46,109574,72882,3,Self-employed,90578,1,409,1
54,88172,89864,5,Employed,53152,1,467,1
32,92351,46716,2,Unemployed,61173,0,622,0
40,106884,54046,2,Self-employed,75076,0,597,1
21,82589,86803,4,Employed,24826,1,464,0
40,100406,96210,4,Employed,99459,1,411,1
65,134836,19584,5,Unemployed,92824,0,529,1
39,112972,30334,1,Employed,71827,1,460,0
72,68399,71752,5,Unemployed,88359,1,453,0
77,44052,40408,0,Self-employed,48264,0,640,1
47,70703,16902,5,Unemployed,44315,1,417,1
72,27309,95778,1,Employed,73690,0,586,1
58,44770,95968,0,Self-employed,53039,1,511,0
33,108102,33706,2,Unemployed,61240,1,457,1
21,100994,34804,5,Self-employed,96428,0,520,0
42,100851,39431,2,Employed,55403,0,615,0
54,75043,40887,0,Employed,53217,1,450,1
54,36929,31814,0,Self-employed,61512,1,477,0
71,131542,99610,2,Self-employed,78172,1,477,1
74,79426,44459,3,Self-employed,3780,0,585,1
49,46568,85791,3,Unemployed,29168,1,472,1
36,142788,6894,0,Unemployed,66303,0,609,1
66,130467,84533,2,Unemployed,29426,1,458,1
33,133298,53058,0,Self-employed,7371,0,632,0
58,37534,71047,5,Employed,34017,1,448,0
69,112981,11740,1,Unemployed,58336,1,462,1
77,97003,77636,2,Self-employed,22552,1,487,1
46,33595,63783,0,Self-employed,8677,1,491,0
74,19045,53669,5,Unemployed,68885,0,516,0
70,77809,52495,3,Self-employed,32356,1,461,0
62,107256,82848,4,Employed,53589,0,598,0
45,101549,63071,2,Employed,82438,1,456,1
54,32676,43485,1,Employed,52894,0,585,1
48,116410,37745,1,Self-employed,20533,0,614,0
31,148193,63029,3,Unemployed,81314,0,548,1
34,20182,25650,1,Unemployed,83609,0,557,0
31,138397,61518,4,Employed,20291,0,586,1
27,15883,61703,3,Employed,68043,1,438,0
33,123136,43749,4,Employed,33152,1,436,1
28,135695,16765,4,Unemployed,47137,0,558,0
39,140167,25654,5,Self-employed,94687,0,573,0
62,39589,45296,2,Unemployed,55476,0,566,1
65,114754,16379,1,Employed,38762,0,647,0
56,99044,59101,4,Self-employed,24544,0,586,1
66,16326,30803,1,Employed,36696,1,483,1
61,129486,73390,2,Employed,90087,1,477,0
21,110116,7682,0,Employed,25134,0,640,1
49,38418,47566,2,Unemployed,5775,1,506,1
26,30055,78148,1,Self-employed,23040,0,597,1
39,123334,23981,1,Self-employed,42355,1,447,1
42,25467,40339,2,Employed,97899,0,585,1
79,98069,52736,5,Employed,89802,0,588,0
25,82534,17499,1,Employed,72351,1,455,1
66,23836,62882,5,Self-employed,53304,0,550,1
41,31189,44197,4,Unemployed,31260,0,540,1
53,144900,49270,5,Unemployed,56192,0,532,1
51,139303,52481,4,Employed,47251,0,569,1
28,144494,87915,1,Employed,30990,0,593,0
72,54442,59985,0,Unemployed,71155,0,564,1
80,40914,34578,2,Employed,63700,0,583,0
59,105564,67015,0,Unemployed,96684,1,431,0
77,119257,1748,3,Employed,91550,1,406,0
32,65121,84400,5,Unemployed,60808,1,463,0
38,133490,34519,3,Employed,87277,1,422,1
80,23509,78548,5,Employed,576,0,548,0
56,120434,19390,2,Employed,68155,1,475,0
49,22541,26641,5,Unemployed,90190,1,429,1
21,127872,26416,4,Unemployed,61710,1,461,1
52,110835,95686,4,Employed,76328,1,453,1
33,42025,83774,3,Self-employed,47180,1,468,0
65,137709,2336,2,Unemployed,42411,1,444,1
32,74672,99591,2,Self-employed,65894,1,456,1
55,66728,55198,2,Self-employed,89325,1,416,0
33,83175,43468,5,Employed,51383,1,416,1
32,77398,47642,0,Self-employed,95408,1,472,1
73,32611,23491,5,Employed,56663,0,537,1
29,117680,13679,4,Employed,70808,0,572,1
34,84270,3955,0,Self-employed,82990,1,496,0
31,136719,49356,0,Employed,59254,1,466,1
43,66680,79397,4,Employed,54985,0,550,1
80,17203,51085,3,Employed,3302,1,494,0
41,37198,85722,4,Employed,94587,0,517,1
25,58223,98101,4,Employed,51216,0,610,0
39,27557,49216,2,Self-employed,75118,0,578,1
76,22001,13076,2,Employed,31866,1,451,0
37,76906,94288,1,Self-employed,4066,0,582,0
79,96105,6295,2,Unemployed,256,0,619,0
40,137197,76702,5,Employed,78170,1,394,0
62,44587,43619,1,Self-employed,78222,1,452,1
26,50130,39974,2,Unemployed,14524,1,489,0
30,122679,55320,4,Unemployed,42106,1,448,1
68,111599,41691,1,Employed,2648,0,622,0
50,94824,92479,1,Employed,67313,1,475,0
36,93677,43897,2,Unemployed,6502,0,628,0
41,89416,41605,4,Self-employed,29982,1,427,1
47,56031,18346,3,Unemployed,42965,1,469,0
80,147333,64016,4,Unemployed,16601,0,611,1
33,22161,10865,0,Unemployed,52251,0,565,1
62,23795,47613,5,Employed,40757,1,398,1
40,85731,77195,0,Self-employed,37196,1,502,1
44,113743,3166,0,Self-employed,72687,0,601,1
38,76355,24429,5,Employed,80569,0,554,1
70,58097,53904,3,Self-employed,22154,1,471,1
23,18015,25107,4,Self-employed,39964,1,414,1
73,64041,9221,5,Unemployed,89660,1,415,1
65,34991,22864,4,Employed,10749,0,613,0
38,59950,3522,5,Unemployed,26073,1,467,0
68,91920,48755,1,Unemployed,81748,0,579,0
43,117731,93936,1,Unemployed,68268,0,639,0
62,15777,85430,3,Unemployed,88456,0,580,0
27,41497,12151,1,Unemployed,75687,1,475,1
43,143036,80374,4,Employed,11139,0,615,1
28,42949,5498,0,Unemployed,99639,1,499,1
48,80145,16769,4,Self-employed,10155,1,450,1
64,116962,81658,4,Employed,92196,0,558,1
21,43327,70548,2,Unemployed,70561,1,470,1
79,118632,55128,1,Employed,12897,0,636,1
74,52393,19006,4,Unemployed,82183,1,437,0
33,34092,57374,4,Unemployed,87672,0,517,0
29,67222,82520,1,Unemployed,60851,0,615,0
28,63927,84510,5,Unemployed,98748,0,512,0
47,16236,59728,4,Unemployed,36736,0,588,1
74,146540,71525,0,Unemployed,83127,1,445,1
49,130035,92330,5,Employed,66397,1,399,1
26,132837,27291,3,Unemployed,60217,0,588,0
29,60569,54227,4,Unemployed,50570,1,441,1
39,58659,67734,5,Self-employed,63832,0,533,1
26,76663,68748,4,Unemployed,26546,1,418,1
73,133716,88260,3,Employed,91814,1,423,0
23,17723,74313,1,Self-employed,68379,0,576,1
74,52239,50369,0,Unemployed,10882,1,501,0
50,80053,80880,0,Self-employed,69897,0,634,0
72,127085,58648,4,Unemployed,76426,0,546,0
42,16018,39182,3,Unemployed,30797,1,481,0
33,73284,42788,3,Self-employed,35896,1,483,1
72,132237,8957,1,Self-employed,25877,0,578,0
40,97305,27281,3,Self-employed,99168,1,458,0
40,80851,60251,5,Employed,79219,0,576,1
43,113457,7077,0,Self-employed,24112,0,619,1
52,128165,89248,2,Unemployed,7017,1,489,0
72,123390,36720,0,Employed,44725,1,513,1
59,148054,99212,5,Employed,35684,0,555,0
39,120471,95397,0,Unemployed,58059,0,580,0
53,94124,16670,5,Self-employed,74716,1,446,0
50,102853,76633,2,Employed,6888,1,497,0
64,116490,19102,2,Unemployed,9782,0,571,1
42,127805,85735,4,Unemployed,73647,1,466,0
57,105341,15578,3,Self-employed,87060,1,454,1
60,35023,1592,0,Unemployed,22918,1,445,1
35,76611,56278,5,Unemployed,90789,0,543,1
51,120879,12165,1,Employed,26571,1,501,1
49,134691,73418,0,Unemployed,53405,0,615,0
68,31309,77782,2,Employed,98555,1,478,1
49,64589,25408,1,Employed,13828,0,596,0
39,109253,5833,2,Employed,68879,0,577,1
79,139192,8376,4,Unemployed,96551,0,524,1
61,58705,23157,1,Unemployed,71429,0,621,0
68,18963,82537,1,Self-employed,36598,1,485,0
25,57058,1112,4,Self-employed,46991,1,466,0
43,34722,17301,3,Employed,50756,1,433,1
54,106086,96376,1,Employed,37869,1,507,1
53,81504,45125,5,Employed,89422,1,381,0
71,80881,75404,3,Self-employed,46108,0,621,0
34,127316,39633,1,Self-employed,76090,1,466,0
38,27685,19031,3,Employed,28202,0,616,0
73,56679,89569,3,Unemployed,42458,0,618,1
38,36045,2195,2,Self-employed,75385,1,430,0
43,39963,73192,3,Unemployed,21222,0,604,0
39,118795,94439,2,Unemployed,21390,1,503,0
68,111346,62350,4,Employed,67326,0,576,0
75,20454,67940,4,Unemployed,78634,0,540,1
28,143970,16341,2,Self-employed,74054,0,620,0
60,140896,5623,0,Employed,48279,0,643,1
29,108999,25200,4,Employed,41613,0,612,0
40,53500,54016,0,Unemployed,13327,1,466,0
46,66379,92756,4,Employed,98128,0,576,1
27,148743,86552,5,Self-employed,84978,1,449,0
67,35449,36580,1,Employed,44408,0,562,1
77,74996,98080,3,Employed,645,0,599,1
46,38657,82671,3,Self-employed,52096,1,459,0
71,28658,17315,5,Employed,30251,1,442,1
71,136394,46060,3,Self-employed,73161,1,475,1
21,91773,60748,3,Self-employed,43371,0,617,1
79,68616,36394,0,Unemployed,46607,1,513,1
31,75126,78987,0,Employed,74756,0,618,1
68,52512,2229,0,Employed,13724,0,609,1
32,93360,68705,3,Self-employed,12031,1,459,1
41,18863,44754,4,Employed,89400,1,414,1
35,61394,84736,4,Self-employed,10069,1,490,0
27,55259,12260,5,Employed,69393,1,453,0
32,75357,87813,2,Unemployed,2188,1,516,1
28,70878,29461,1,Employed,6907,1,465,0
38,148338,96079,5,Employed,60564,0,551,1
34,122511,61262,5,Employed,29987,1,448,1
56,100239,68483,0,Employed,98779,1,490,0
61,108473,31467,1,Employed,35448,1,502,1
66,48869,22840,3,Employed,97264,1,450,1
43,61065,23236,5,Unemployed,92264,1,422,1
75,61018,43027,5,Employed,84697,1,443,1
68,46350,36875,0,Employed,66157,1,509,0
50,63523,73714,3,Self-employed,91279,0,552,1
73,52143,40005,0,Self-employed,51769,0,617,1
38,28903,66925,4,Self-employed,76600,0,576,1
57,34066,40624,4,Unemployed,31132,1,432,0
55,43305,12368,3,Self-employed,42836,0,598,1
67,149118,7669,1,Employed,6023,0,626,0
46,125862,27120,5,Self-employed,41524,0,584,0
49,25164,21910,2,Unemployed,44602,0,569,1
29,65723,14182,1,Self-employed,59728,1,478,1
76,118801,31209,0,Unemployed,42830,1,463,0
66,25805,10676,0,Employed,42667,1,468,1
49,59797,81025,0,Employed,42456,0,590,0
36,75682,36805,2,Self-employed,39332,1,498,0
59,62464,27760,5,Self-employed,97892,0,538,1
76,89297,22495,0,Employed,35827,0,609,1
61,47190,1400,1,Self-employed,64006,1,425,0
55,135284,85551,3,Self-employed,91691,1,442,0
39,113624,25950,4,Self-employed,29834,0,553,0
23,27684,96008,1,Unemployed,21080,1,516,0
26,86057,39071,0,Self-employed,69836,0,640,1
49,61258,20703,0,Employed,2501,1,458,1
26,83391,5280,3,Unemployed,45865,0,547,1
75,37248,44996,4,Employed,91254,0,538,1
75,147737,58524,3,Unemployed,9696,1,511,1
66,75562,92646,5,Employed,29839,0,549,0
36,64124,88474,1,Unemployed,26574,0,637,1
76,83632,4607,2,Unemployed,71250,1,445,1
44,51927,12817,2,Self-employed,12924,1,496,1
27,41823,81242,4,Unemployed,71121,1,449,1
46,40886,27044,0,Unemployed,83558,1,442,1
79,37716,49565,2,Self-employed,96559,1,424,0
56,62827,38115,5,Employed,33778,1,402,0
36,59228,97665,0,Self-employed,63720,0,612,0
55,147412,87453,5,Self-employed,73329,1,418,1
40,146627,92482,2,Unemployed,3599,1,508,0
43,16397,66649,2,Self-employed,34203,1,436,0
40,15407,80683,5,Self-employed,29219,1,418,1
61,84950,6317,4,Employed,77232,1,448,1
69,115909,47117,0,Self-employed,87790,1,483,1
34,97833,97002,1,Employed,98256,1,463,0
69,98556,76573,4,Unemployed,95313,1,427,0
74,22174,89862,2,Self-employed,44462,0,606,1
75,77955,20755,1,Unemployed,55432,1,460,1
44,62953,35578,4,Unemployed,16842,0,609,0
71,98393,91997,3,Unemployed,72581,0,615,0
25,84372,35938,4,Employed,50914,1,432,1
69,94966,5126,4,Employed,20185,1,425,1
75,100959,22349,5,Self-employed,8452,1,432,0
67,130810,70317,5,Employed,51425,0,596,1
56,85674,68530,3,Self-employed,55320,0,592,0
33,129694,81033,1,Unemployed,83330,1,454,0
38,145875,37466,3,Employed,64425,1,487,0
58,121015,46447,5,Unemployed,90747,1,437,0
57,122557,53313,4,Employed,3880,0,557,1
46,28696,43583,2,Unemployed,57618,1,452,1
35,139164,94582,3,Unemployed,16362,0,583,0
23,110028,62165,4,Unemployed,74151,0,553,0
63,91508,89678,0,Self-employed,32757,0,648,0
79,92426,55179,4,Employed,12971,1,459,0
45,71401,63040,3,Unemployed,88954,1,435,0
48,69646,57986,5,Unemployed,56746,1,463,1
32,125060,33693,4,Unemployed,73928,0,601,1
35,114314,45816,5,Unemployed,41862,1,411,1
69,93161,60059,2,Employed,29851,1,432,1
70,133337,85826,1,Unemployed,22654,0,591,0
72,135473,12761,5,Employed,9216,0,587,0
45,105268,59998,2,Self-employed,56824,0,609,0
61,79750,18324,5,Unemployed,57210,0,552,0
69,34997,57586,1,Unemployed,78574,0,624,0
60,96508,73634,0,Unemployed,2643,1,489,1
79,32521,1765,5,Employed,65232,0,545,0
47,16091,40363,2,Unemployed,68212,0,594,1
68,116836,90336,3,Self-employed,11953,1,484,1
74,79140,72627,5,Employed,10303,0,564,1
63,127652,22922,5,Employed,21957,0,603,1
37,57560,64357,0,Employed,84605,1,503,0
71,116634,4534,3,Employed,91628,0,532,1
76,17209,38786,0,Employed,45990,1,508,1
21,131359,85323,3,Employed,75395,0,566,1
60,141244,61863,4,Self-employed,77043,0,576,0
21,83194,82885,3,Unemployed,65307,1,454,0
34,149092,58862,4,Unemployed,15557,0,597,0
58,103460,298,5,Self-employed,65735,1,413,1
49,44730,1639,3,Unemployed,89515,0,537,1
70,125369,66489,4,Self-employed,83178,1,447,0
51,133293,1152,1,Unemployed,37209,1,467,1
55,122039,58573,1,Unemployed,89674,0,600,0
32,47574,7596,1,Self-employed,61027,0,611,0
57,43569,9184,0,Unemployed,28034,0,627,1
30,148749,44470,4,Employed,47673,0,600,1
42,19087,55059,5,Unemployed,70146,0,551,1
23,133986,95874,5,Self-employed,53052,1,417,1
60,77350,2855,2,Self-employed,92093,1,447,0
45,115726,83889,5,Unemployed,45341,0,607,0
80,110765,51631,1,Unemployed,89579,1,498,0
76,125580,9923,1,Employed,70805,0,588,0
32,15705,90725,3,Unemployed,13244,0,593,0
35,106673,38485,2,Employed,68221,0,554,1
57,140956,35198,3,Employed,61556,1,444,0
44,125279,83760,4,Self-employed,86513,0,540,0
31,30299,51929,4,Unemployed,93090,0,528,0
67,67364,57412,1,Employed,93297,1,489,1
52,130975,50905,1,Self-employed,37220,1,467,1
57,68779,24269,3,Unemployed,58292,1,420,1
67,121926,66510,4,Unemployed,52548,1,466,1
35,35958,28959,4,Self-employed,80497,0,587,0
69,130117,96809,0,Self-employed,3179,0,654,0
54,113340,68100,5,Employed,62613,0,594,1
32,23720,70348,0,Unemployed,58572,1,499,1
52,41870,31083,0,Self-employed,76509,0,612,0
23,19664,61455,1,Self-employed,91403,1,454,0
34,25956,5445,0,Employed,81788,0,603,1
46,40507,17451,0,Unemployed,93783,1,463,1
28,127923,9052,2,Self-employed,65225,0,610,1
26,126760,54860,4,Employed,85632,0,548,1
46,51699,58097,5,Employed,80221,0,547,0
44,75691,70222,4,Employed,96638,0,575,0
36,27239,58427,3,Self-employed,77478,0,533,0
63,107134,68678,2,Self-employed,98616,0,604,1
33,94817,67690,5,Self-employed,31118,0,603,1
75,47624,8184,3,Self-employed,71085,0,586,0
48,33440,72379,3,Employed,25405,1,448,0
42,106302,39715,3,Self-employed,2879,0,610,0
32,61173,89249,5,Employed,65255,1,447,0
31,96855,16526,5,Employed,60783,0,579,1
46,28872,61934,5,Self-employed,79234,0,516,0
34,40674,82569,1,Self-employed,50460,1,503,0
78,118607,90732,0,Unemployed,34272,1,509,0
59,139642,4356,3,Unemployed,83360,1,423,0
77,100068,11771,2,Employed,75866,1,475,0
58,24980,69469,3,Employed,2810,0,562,0
73,105253,4486,2,Unemployed,90940,0,538,0
40,21326,71689,2,Employed,17206,1,472,1
80,40013,32995,5,Employed,35015,0,571,1
37,133097,49106,3,Self-employed,48201,1,491,1
29,104026,92262,3,Employed,97576,0,562,1
72,89108,62380,5,Unemployed,6101,1,462,0
41,68661,39810,3,Self-employed,1937,0,612,1
69,125496,73038,2,Employed,17640,1,515,1
59,30839,23758,4,Self-employed,57490,0,535,0
39,91810,59973,1,Unemployed,18173,1,519,0
71,50298,54809,3,Employed,13947,0,569,1
55,142653,30261,1,Employed,39645,1,460,1
48,116052,11416,3,Employed,48485,1,457,0
41,23412,26502,3,Self-employed,69471,0,575,1
40,60078,2005,2,Employed,88236,0,588,0
42,78183,86503,1,Self-employed,73992,0,623,0
21,100943,33084,5,Unemployed,83811,0,544,0
59,102432,80376,3,Unemployed,11509,1,470,0
64,30244,64038,3,Unemployed,56693,1,463,1
43,68250,34602,3,Self-employed,96773,1,441,0
53,39775,63560,3,Employed,16672,0,573,0
26,84491,69282,0,Self-employed,45923,0,637,1
32,16640,47440,0,Employed,81638,1,477,0
28,147582,63168,4,Self-employed,12323,1,494,1
35,116310,30357,2,Employed,10765,0,637,1
28,26426,35833,5,Unemployed,11128,0,589,1
59,75047,71988,0,Self-employed,96240,0,609,0
74,76226,75959,3,Unemployed,82726,0,535,1
78,58493,68102,0,Unemployed,31654,1,510,1
57,90056,17259,1,Unemployed,37588,1,438,0
54,71570,98237,4,Self-employed,34390,1,453,1
74,58895,90977,2,Employed,46789,1,498,1
46,31399,59722,1,Self-employed,42288,1,454,1
57,131469,20399,0,Self-employed,43754,1,490,1
77,106857,43299,3,Self-employed,73092,0,602,1
61,92804,31781,3,Unemployed,36306,1,461,0
57,80879,32142,3,Unemployed,91534,0,567,1
62,22111,86565,4,Employed,69668,0,581,1
43,85673,46283,2,Employed,82711,0,608,0
76,38512,17869,4,Employed,25932,1,482,0
26,67384,55868,0,Unemployed,50643,0,608,0
60,139590,94490,4,Self-employed,43991,0,614,1
53,39238,46263,4,Self-employed,63439,0,550,0
63,59224,30166,3,Employed,5470,1,478,1
60,31620,52487,3,Unemployed,82261,0,597,1
47,104724,83982,3,Employed,25185,1,488,0
49,107331,62802,3,Self-employed,47736,0,565,0
66,144857,60506,4,Unemployed,60811,1,457,1
32,82118,5079,1,Self-employed,55941,1,498,0
29,118441,24537,1,Self-employed,55109,0,578,1
59,42517,58934,0,Unemployed,59801,1,449,0
57,82512,13965,4,Unemployed,53400,1,475,0
80,89636,42636,3,Self-employed,60773,0,613,0
35,35787,30368,1,Employed,18867,1,490,1
46,104195,24084,5,Unemployed,52468,1,414,0
78,127894,4062,2,Unemployed,87018,0,562,1
57,30591,70788,0,Employed,27873,0,650,1
58,73930,42829,1,Employed,27846,0,595,1
42,58828,94827,2,Employed,34920,0,559,1
66,90069,14879,1,Self-employed,88749,0,604,0
78,126289,96337,4,Employed,72072,0,546,1
57,112595,60378,2,Unemployed,5513,0,633,1
60,119234,15395,4,Unemployed,85754,0,550,0
77,56324,14720,5,Self-employed,52118,1,418,1
52,102615,12047,5,Unemployed,47961,1,421,0
45,103331,85706,2,Employed,23184,0,630,1
60,41596,99667,2,Employed,20184,0,575,0
74,87031,35625,5,Unemployed,5225,1,440,1
40,24815,63764,0,Self-employed,76013,1,476,0
41,124653,18088,0,Unemployed,31326,0,626,1
73,22850,4747,3,Employed,8208,1,419,1
28,77630,58953,5,Unemployed,23204,0,546,0
49,15450,61645,5,Employed,88994,0,577,0
80,87848,35995,5,Unemployed,40978,1,436,0
70,130972,53957,4,Employed,4272,1,452,0
53,87256,9069,5,Employed,9031,0,574,1
71,79904,20539,2,Unemployed,64610,0,588,1
66,59698,43387,2,Unemployed,35924,0,629,0
56,33641,38481,3,Unemployed,64453,1,405,1
74,21777,49783,5,Self-employed,50137,0,580,0
69,72439,68206,5,Employed,96959,0,565,0
32,41995,57280,4,Self-employed,71234,1,426,1
21,104595,36681,3,Employed,96848,1,428,1
74,73345,79871,1,Employed,53225,0,632,1
52,79172,23731,5,Self-employed,12084,1,473,1
44,140639,19221,3,Employed,69960,0,556,1
39,41042,48901,5,Employed,18876,0,597,1
75,96143,99404,0,Self-employed,96759,1,495,1
37,114185,11270,0,Unemployed,30009,0,608,0
40,35979,28966,0,Self-employed,16023,1,453,0
34,91924,30410,5,Self-employed,73223,1,427,0
35,87553,5173,5,Employed,26657,1,446,0
46,139884,89576,1,Self-employed,9254,1,529,0
48,30984,63719,5,Unemployed,16966,1,404,1
79,90148,50940,3,Self-employed,81704,0,592,0
41,100609,59680,4,Unemployed,10200,1,429,0
27,96049,68009,1,Unemployed,21518,1,496,0
66,65831,48431,4,Employed,65036,1,473,0
42,42058,62523,0,Unemployed,62219,0,643,0
65,24659,12508,4,Employed,26077,0,611,0
28,49562,21551,0,Self-employed,48589,1,486,0
72,61375,17595,5,Self-employed,57326,0,558,1
51,51252,84375,2,Employed,55764,0,589,1
48,81478,90407,0,Employed,50497,1,499,0
73,27764,56699,2,Self-employed,96801,0,540,1
47,137456,60262,5,Self-employed,80963,1,399,1
56,71391,75422,4,Unemployed,24950,1,468,1
54,113173,18728,2,Unemployed,79604,0,564,1
38,82055,82501,5,Self-employed,42617,1,408,0
54,105224,67150,0,Unemployed,43714,0,648,1
67,84732,91422,2,Self-employed,40439,1,487,1
31,72247,96031,4,Employed,96295,0,586,1
54,119066,12873,1,Employed,46160,1,487,0
68,81312,53168,2,Unemployed,11229,1,455,0
37,46982,35110,0,Unemployed,95755,0,565,0
49,20884,21766,1,Unemployed,15264,1,439,0
48,120410,13486,4,Self-employed,62894,1,425,0
43,115390,1293,0,Employed,52314,0,639,0
76,115575,32526,4,Self-employed,13824,0,604,0
31,115729,25632,2,Employed,93396,1,468,1
27,102472,11261,5,Unemployed,50360,0,563,1
73,50577,29398,4,Self-employed,18355,1,436,1
65,16836,9105,3,Employed,99510,1,426,0
44,132949,97732,2,Self-employed,24958,0,578,0
49,133917,87094,1,Unemployed,4006,0,595,0
31,110387,25197,4,Unemployed,35554,1,468,0
56,139378,9460,4,Unemployed,50072,1,466,0
67,48893,94843,3,Employed,48121,1,477,1
55,59886,15763,0,Self-employed,18551,1,459,1
25,143857,40497,3,Employed,2010,1,458,0
64,50816,53685,0,Employed,91148,0,624,0
78,58862,43146,0,Employed,22518,1,453,0
47,119954,39249,3,Unemployed,41362,1,431,0
32,103782,32641,2,Self-employed,73564,1,449,1
61,103992,56808,4,Unemployed,90330,0,572,0
33,45530,64412,0,Self-employed,47490,1,468,0
46,134483,27659,2,Employed,67345,1,459,0
58,144845,83679,1,Employed,23802,0,601,0
38,97739,97310,2,Employed,76999,0,606,1
63,53402,24944,3,Self-employed,25603,1,425,0
77,49257,12642,1,Unemployed,96144,0,556,0
70,93101,57054,3,Self-employed,80091,0,562,1
37,61697,72140,5,Self-employed,4423,1,462,1
68,126271,46245,4,Employed,43437,1,468,1
67,63060,7766,5,Self-employed,96441,1,385,0
30,131265,55783,2,Unemployed,81736,1,449,0
65,129813,83731,3,Self-employed,5701,0,570,1
35,54414,3261,3,Self-employed,73451,0,538,1
31,134745,57199,4,Self-employed,40775,1,430,1
45,18314,82408,1,Unemployed,61919,1,434,1
67,52180,55614,4,Employed,3609,0,577,1
67,122444,66313,0,Self-employed,80431,0,591,1
79,84788,46727,0,Self-employed,16490,1,499,0
57,29971,25424,3,Self-employed,81414,1,427,0
61,144289,57597,5,Unemployed,82971,0,521,0
51,88361,76728,5,Employed,32241,1,476,1
65,15459,32217,3,Employed,62830,1,425,1
34,105548,68933,3,Self-employed,63572,0,571,1
53,68546,69681,5,Employed,57560,1,466,1
59,70661,57662,1,Self-employed,55478,1,432,1
51,86765,67711,0,Unemployed,53347,0,621,1
73,36719,33064,3,Employed,79326,0,530,0
27,142790,5351,0,Employed,3387,1,508,0
69,143730,53646,5,Unemployed,58800,0,603,1
45,127344,44429,4,Unemployed,33768,0,584,0
